user_id,group,covariate_1,covariate_2,target_metric
0,B,10.993428306022466,45.76240317977297,86.77269858896904
1,B,9.723471397657631,45.46585891616146,75.33342614247617
2,A,11.295377076201385,32.04356827369985,68.33296190121202
3,A,13.046059712816051,46.69909808298563,93.9096662042322
4,A,9.531693250553328,57.32829081821745,76.41177293452415
5,B,9.531726086101639,37.25767880923205,68.47530412866048
6,B,13.158425631014783,60.484826510505926,92.02118387146692
7,A,11.534869458305817,54.87774821084338,80.16315282743508
8,B,9.061051228130095,42.657666780289624,64.50860303106768
9,A,11.08512008717193,48.584703626621526,79.95025861494136
10,A,9.073164614375075,65.98321807641032,78.7468607449839
11,B,9.068540492859487,57.33547813505866,83.73090484944699
12,B,10.48392454313207,50.08783654898148,81.38881682984027
13,B,6.173439510684404,47.623166830390154,43.14095250025656
14,B,6.5501643349739345,50.76609070451659,61.447076966486414
15,A,8.875424941518055,44.88236442057696,59.5682251370411
16,B,7.974337759331153,28.952504942809853,51.51808664500301
17,B,10.628494665190548,70.42177910534731,86.29251551999475
18,B,8.183951848957578,51.553249991994015,65.37969262322339
19,B,7.175392597329417,53.981472651225374,57.991952352058256
20,A,12.931297537843108,49.42092250123091,90.38435895709243
21,A,9.548447399026928,42.64883199275412,62.01264156605691
22,B,10.135056409375848,48.140755190512294,78.52899767838463
23,B,7.150503627573086,34.006052378056886,65.94039971220201
24,A,8.911234550949635,72.77086498053305,74.29480995034439
25,A,10.221845179419732,37.65488001577604,68.51411438329058
26,B,7.698012845155395,39.68033716152821,47.71294599397873
27,A,10.751396036691343,45.597407956135996,75.05100769667405
28,A,8.79872262016239,62.88075724852378,78.64757748823126
29,A,9.416612500413446,50.14508999262654,75.75880365516684
30,A,8.796586775541206,37.63864203969538,63.18907354897421
31,B,13.704556369017876,62.543383607573396,106.24079077267096
32,A,9.973005550524132,57.31000626785482,91.25030356626203
33,A,7.8845781420882,55.384349572164524,75.67658893371127
34,B,11.645089824206378,57.157342411708406,86.1915156798379
35,B,7.5583127000579555,73.9436190058245,69.50785307086832
36,B,10.417727190009511,71.85094895036113,87.98335334235911
37,A,6.080659752240448,43.13284656996705,47.234808218099026
38,B,7.3436279022031385,66.23884992811152,74.0943022143946
39,A,10.393722471738247,53.831681897589,72.97848561033824
40,B,11.476933159990821,54.99095816137749,86.51603271769115
41,A,10.34273656237994,33.07729168356671,72.44239892636462
42,B,9.76870343522352,48.29614234611804,74.48810898509073
43,B,9.397792608821423,41.87176409663435,65.19327597868529
44,A,7.042956019265145,58.28058814893309,70.22914445872074
45,B,8.560311583210582,60.71080500402805,65.76205569429781
46,B,9.078722458080424,29.255136489836886,60.38220525593324
47,B,12.11424445243783,49.7796513599573,87.25274782526112
48,B,10.687236579136922,61.21861504794252,86.12503371165401
49,B,6.473919689274532,48.13321037686555,59.338683915195844
50,A,10.648167938789591,57.29063645002364,84.93835701800725
51,A,9.229835439167367,53.511654676270844,72.7279673387455
52,B,8.646155999388082,53.41660231952626,70.09878974598513
53,B,11.223352577681736,47.286850219317024,79.72224127476872
54,A,12.061999044991902,37.834191958642904,76.16951219408918
55,A,11.862560238232398,38.784698525749725,82.64286707567118
56,B,8.321564953554724,57.09352514455317,68.92194494266762
57,A,9.38157524829757,50.19458255518883,76.2390230641235
58,B,10.662526862807129,48.614877553927755,79.71506850229886
59,B,11.951090254244718,45.76109957677647,82.02972702533118
60,B,9.04165152430942,46.94811154519248,73.77434947286402
61,B,9.628682046672365,60.4691179448814,76.74069958218693
62,A,7.787330051987944,46.647559181319735,65.45135005424065
63,A,7.607586751838658,36.58935286698431,57.39624079864438
64,A,11.625051644788396,57.43651775540173,83.86189365618324
65,B,12.712480057141645,47.95123336135283,92.18119104305744
66,A,9.855979756839332,50.31395865532777,77.16982674030375
67,B,12.007065795784047,66.0757830639951,100.86081853996758
68,B,10.723272050095268,49.794394426494925,85.34429252577029
69,A,8.709760490789751,52.891836731187254,72.4510909231738
70,B,10.722791211016828,38.210765087016746,69.0813838425487
71,B,13.076073132931938,47.8033054764904,103.52495334377518
